,date,price,bubble_size,bubble_color,from_address,to_address,punk_id,img_url,punk_skin_tone
377,2021-08-25,82.0,2,#dc5d24,\x052564eb0fd8b340803df55def89c25c432f43f4,\xd54e6e49c1dd1e99b70f26153fb28383b434823e,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
379,2021-09-16,109.9,2,#dc5d24,\xa99a76dddbb9678bc33f39919bc76d279c680c89,\xaaa3f05f25eed87ee3a268f4582ec914e6245577,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
380,2021-11-14,80.0,2,#dc5d24,\xaaa3f05f25eed87ee3a268f4582ec914e6245577,\x8fea179fbb84e77e86f5fa91cbdb26c59c871d01,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
381,2022-02-28,59.0,2,#dc5d24,\x675e725cbf2c1cbc3dc5b8bced91631f3463d517,\x60e23da7a0b229902da892ddd6a839382eab04ca,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
382,2022-03-02,69.97,2,#dc5d24,\x60e23da7a0b229902da892ddd6a839382eab04ca,\x857f876490b63bdc7605165e0df568ae54f72d8e,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
383,2022-03-12,78.5,2,#dc5d24,\x857f876490b63bdc7605165e0df568ae54f72d8e,\xf42da2860c700b2f419bbf1862ab3de6887677b4,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
384,2022-06-28,79.5,2,#dc5d24,\xf42da2860c700b2f419bbf1862ab3de6887677b4,\xd26125b11d0b9256616f338971a2bc369ad6d1df,1859,https://www.larvalabs.com/cryptopunks/cryptopunk1859.png,Medium
395,2021-02-21,25.0,2,#dc5d24,\x8dbbca57ea56290efa14d835bbfd34faf1d89753,\xeb725fcecce376a174675c87287bac30d46fdbe8,3653,https://www.larvalabs.com/cryptopunks/cryptopunk3653.png,Medium
396,2021-03-15,37.0,2,#dc5d24,\xe3f061d9724f0daacaada6438b32e7492f2bf251,\x1a4d1168d2ae9d36fbce32bd4358bbd34cac1709,3653,https://www.larvalabs.com/cryptopunks/cryptopunk3653.png,Medium
397,2021-12-24,80.0,2,#dc5d24,\xcc52d4132a0fd28a6e2e820d0c8e774fe53499f0,\x8191cedd4086750bcae59d25151070fb9ae5c37a,3653,https://www.larvalabs.com/cryptopunks/cryptopunk3653.png,Medium
402,2021-08-27,95.0,3,#933e18,\x00b278dd68f9d8491795ffaf771120638bef1686,\x956d14b8b548ac2db7069ad33d7b86e6d99f2297,4040,https://www.larvalabs.com/cryptopunks/cryptopunk4040.png,Dark
404,2021-08-27,93.0,3,#dc5d24,\x00b278dd68f9d8491795ffaf771120638bef1686,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,8695,https://www.larvalabs.com/cryptopunks/cryptopunk8695.png,Medium
405,2021-08-28,96.9,3,#dc5d24,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x53774b5e18cbda65fdcfa9ee4e6645c5664a04cb,8695,https://www.larvalabs.com/cryptopunks/cryptopunk8695.png,Medium
410,2021-01-27,4.99,3,#f6773d,\x5b098b00621eda6a96b7a476220661ad265f083f,\x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,5231,https://www.larvalabs.com/cryptopunks/cryptopunk5231.png,Light
411,2021-08-05,4.99,3,#f6773d,\x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,\x44a3ccddccae339d05200a8f4347f83a58847e52,5231,https://www.larvalabs.com/cryptopunks/cryptopunk5231.png,Light
412,2022-01-14,67.95,3,#f6773d,\x44a3ccddccae339d05200a8f4347f83a58847e52,\x3e8faf5b3a4ef575a329f8c976ff27f286ab2643,5231,https://www.larvalabs.com/cryptopunks/cryptopunk5231.png,Light
417,2021-08-23,71.0,2,#f6773d,\x00b278dd68f9d8491795ffaf771120638bef1686,\x4c2af7a6da3595131ab881a791efd8113ebafd47,8690,https://www.larvalabs.com/cryptopunks/cryptopunk8690.png,Light
418,2021-08-28,147.0,2,#f6773d,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,\x362b638b43f767350ac0a01b67baad825c108f3d,8690,https://www.larvalabs.com/cryptopunks/cryptopunk8690.png,Light
440,2021-04-08,38.0,2,#f6773d,\x8dbbca57ea56290efa14d835bbfd34faf1d89753,\xccb77c3e5c60cf9a30fe1a83827c0cdd8e09991f,3416,https://www.larvalabs.com/cryptopunks/cryptopunk3416.png,Light
445,2022-03-11,71.0,3,#933e18,\xc52650d88793cf5fc0295bee9ae49284e67fecb1,\x571c513df562470d5cff30fbe947f7bf46263b95,3371,https://www.larvalabs.com/cryptopunks/cryptopunk3371.png,Dark
451,2021-08-22,54.2,2,#933e18,\x6186290b28d511bff971631c916244a9fc539cfe,\xf22d006043c0959c77f15b0e53a9e1da65b9c5e2,9420,https://www.larvalabs.com/cryptopunks/cryptopunk9420.png,Dark
452,2021-08-23,65.0,2,#933e18,\xf22d006043c0959c77f15b0e53a9e1da65b9c5e2,\xaaa3f05f25eed87ee3a268f4582ec914e6245577,9420,https://www.larvalabs.com/cryptopunks/cryptopunk9420.png,Dark
453,2021-10-31,111.0,2,#933e18,\x440631dbdc0753e45241569c6d63552eac8e3130,\xc96de7ba760c8f46cf38b706ed96785c80fc08da,9420,https://www.larvalabs.com/cryptopunks/cryptopunk9420.png,Dark
454,2021-11-04,119.0,2,#933e18,\xc96de7ba760c8f46cf38b706ed96785c80fc08da,\x83fa1eff1b4a1ab22ab3d0fcec09539b85cc9827,9420,https://www.larvalabs.com/cryptopunks/cryptopunk9420.png,Dark
459,2022-06-18,50.0,3,#933e18,\x303052148a78a692d7aa89bad454f3e91785488d,\xaea8e3bd369217cc6e3e6abddf0da318fba8e59b,5637,https://www.larvalabs.com/cryptopunks/cryptopunk5637.png,Dark
462,2021-12-25,75.0,3,#dc5d24,\x55afb7fee3406a8d9cbda878b5415eb1af0d732f,\x21f1786b80a34ca19c829a5cb369f6dc81f849d0,6927,https://www.larvalabs.com/cryptopunks/cryptopunk6927.png,Medium
463,2022-04-18,72.69,3,#dc5d24,\x21f1786b80a34ca19c829a5cb369f6dc81f849d0,\x130ca48dabf46aa98a6f9607aaa89309dea03729,6927,https://www.larvalabs.com/cryptopunks/cryptopunk6927.png,Medium
464,2022-06-18,69.27,3,#dc5d24,\x130ca48dabf46aa98a6f9607aaa89309dea03729,\x594c6b641626f4ad29aa2bdd046d7ba678f1b7ce,6927,https://www.larvalabs.com/cryptopunks/cryptopunk6927.png,Medium
467,2022-04-23,190.0,4,#f6773d,\x5ab5844dd55ab73212d1527e4cf72fea884e39dd,\xc9de4bcf2d3c44101d7004dcf138c935a264897a,9235,https://www.larvalabs.com/cryptopunks/cryptopunk9235.png,Light
471,2021-07-30,28.0,2,#dc5d24,\x0b88fd87884080bd6d93d341fcca0eea76b03e75,\xc0fba4c4a1d02828e1c910c120b2172146b51a23,9661,https://www.larvalabs.com/cryptopunks/cryptopunk9661.png,Medium
474,2021-03-19,26.99,3,#933e18,\xe72eb31b59f85b19499a0f3b3260011894fa0d65,\x6277a1073dfbe0ea087e0ef8741dce084831e782,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
475,2021-03-20,27.5,3,#933e18,\x6277a1073dfbe0ea087e0ef8741dce084831e782,\x0d3ada2a0e63631e1515c208998bf63ad4882cee,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
476,2021-04-08,24.0,3,#933e18,\x0d3ada2a0e63631e1515c208998bf63ad4882cee,\x0a690b298f84d12414f5c8db7de1ece5a4605877,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
477,2021-07-31,33.99,3,#933e18,\x0a690b298f84d12414f5c8db7de1ece5a4605877,\xc99df6b7a5130dce61ba98614a2457daa8d92d1c,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
478,2021-08-08,50.0,3,#933e18,\xc99df6b7a5130dce61ba98614a2457daa8d92d1c,\x91338ccfb8c0adb7756034a82008531d7713009d,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
479,2021-08-13,69.5,3,#933e18,\x91338ccfb8c0adb7756034a82008531d7713009d,\x6f4ed9ba1aa12f3796fc91a885462382c15ac49e,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
480,2021-08-27,93.0,3,#933e18,\x91338ccfb8c0adb7756034a82008531d7713009d,\xe6d2a9b56701d3180d218717141670ad720e479f,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
481,2022-01-21,63.95,3,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x505d79c7379ee65b6c2d6d18a0e7ab901b00756c,7758,https://www.larvalabs.com/cryptopunks/cryptopunk7758.png,Dark
484,2021-05-11,18.7,2,#f6773d,\x7fccd576b808736f84eabeb03b49515251049435,\x92c4317830af63462064b9b120f9c094ba428890,5357,https://www.larvalabs.com/cryptopunks/cryptopunk5357.png,Light
485,2022-03-15,67.5,2,#f6773d,\x7fd6c3844264cd50ad2183afd058e3983dcea1af,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,5357,https://www.larvalabs.com/cryptopunks/cryptopunk5357.png,Light
486,2022-03-18,73.95,2,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\xf1392511311d215cdb90f1f53a3a75d8c2be9f44,5357,https://www.larvalabs.com/cryptopunks/cryptopunk5357.png,Light
487,2022-04-04,80.0,2,#f6773d,\xf1392511311d215cdb90f1f53a3a75d8c2be9f44,\x6b978f747b0516c97f5fb5b2f917fe1e70aa1b51,5357,https://www.larvalabs.com/cryptopunks/cryptopunk5357.png,Light
495,2021-08-05,45.99,3,#f6773d,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\xe5cb166853ae703106c561c78b8f33b9af81ec5e,4670,https://www.larvalabs.com/cryptopunks/cryptopunk4670.png,Light
496,2021-08-05,39.98,3,#f6773d,\xb261bdb379b4302f186504e391a60db2ed59b863,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,4670,https://www.larvalabs.com/cryptopunks/cryptopunk4670.png,Light
497,2021-09-26,114.5,3,#f6773d,\xe5cb166853ae703106c561c78b8f33b9af81ec5e,\x6a4c5885a1a4b4ee9444d2028da6a89436d4c823,4670,https://www.larvalabs.com/cryptopunks/cryptopunk4670.png,Light
499,2021-08-23,95.0,2,#f6773d,\x00b278dd68f9d8491795ffaf771120638bef1686,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,3937,https://www.larvalabs.com/cryptopunks/cryptopunk3937.png,Light
500,2021-08-27,149.0,2,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x044155f2a0986842825186b7293a1bd13f933846,3937,https://www.larvalabs.com/cryptopunks/cryptopunk3937.png,Light
510,2021-02-11,7.9,3,#dc5d24,\x5b098b00621eda6a96b7a476220661ad265f083f,\xe281b9d3de7a5b178961f38a4a31f1a6447304d8,3419,https://www.larvalabs.com/cryptopunks/cryptopunk3419.png,Medium
511,2021-02-21,22.5,3,#dc5d24,\xe281b9d3de7a5b178961f38a4a31f1a6447304d8,\xddfdcb21c935e8432a559cf689c83695b27a4177,3419,https://www.larvalabs.com/cryptopunks/cryptopunk3419.png,Medium
512,2021-03-07,22.99,3,#dc5d24,\xddfdcb21c935e8432a559cf689c83695b27a4177,\x33b17a8d3578d558731ba60b6ba8e5f38a0bfa1d,3419,https://www.larvalabs.com/cryptopunks/cryptopunk3419.png,Medium
513,2021-10-22,125.0,3,#dc5d24,\x158b0a1231b91c2c2e7a6e048913b71549b894a3,\x6a693a682f8cfea669c3170814d875107cb3accb,3419,https://www.larvalabs.com/cryptopunks/cryptopunk3419.png,Medium
519,2021-03-03,50.0,4,#933e18,\x78f0269f5b1ca914c8c58993f41181f89e212b27,\xcfd9ccafc35b86299fc5617f66e89c0782bacfe0,3677,https://www.larvalabs.com/cryptopunks/cryptopunk3677.png,Dark
525,2021-04-08,16.5,3,#933e18,\xa3cb30128532f43fe1c8a9f4c19422aa631307a9,\xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,1463,https://www.larvalabs.com/cryptopunks/cryptopunk1463.png,Dark
526,2021-05-03,22.99,3,#933e18,\xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,1463,https://www.larvalabs.com/cryptopunks/cryptopunk1463.png,Dark
527,2021-09-30,119.0,3,#933e18,\x8be6ad79f67d1b76eba486b0ef4fd2c9bd1cd067,\x7b7fe6b8cd0c122780c94194d4112ce6f0263f29,1463,https://www.larvalabs.com/cryptopunks/cryptopunk1463.png,Dark
528,2021-10-11,108.0,3,#933e18,\x7b7fe6b8cd0c122780c94194d4112ce6f0263f29,\xf43dfc9a36763f3a86105a9eda2cc1cd6adb1f58,1463,https://www.larvalabs.com/cryptopunks/cryptopunk1463.png,Dark
534,2021-02-13,7.8,2,#dc5d24,\x5b098b00621eda6a96b7a476220661ad265f083f,\xa2ef16c4db9946f38bf44d9316c2070375f31f9e,1394,https://www.larvalabs.com/cryptopunks/cryptopunk1394.png,Medium
535,2021-08-23,69.0,2,#dc5d24,\x0d93bc9654df5a50e0e65df55d09ba7b47fb95cd,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,1394,https://www.larvalabs.com/cryptopunks/cryptopunk1394.png,Medium
536,2021-08-24,81.0,2,#dc5d24,\xf3b0f4411c77c60a132003dbc01d58fe137b75ae,\xd03d26b36642c8137c77ae8fe91e205252db1095,1394,https://www.larvalabs.com/cryptopunks/cryptopunk1394.png,Medium
538,2021-10-01,121.9,2,#f6773d,\x00b278dd68f9d8491795ffaf771120638bef1686,\xfe5ddf437d63be8d7dafec9c3ec32497565130cf,1290,https://www.larvalabs.com/cryptopunks/cryptopunk1290.png,Light
539,2022-04-20,64.64,2,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x377bfc4ea3c630c52112fa5766719c2f4180beea,1290,https://www.larvalabs.com/cryptopunks/cryptopunk1290.png,Light
543,2021-04-13,21.4,3,#933e18,\x00b278dd68f9d8491795ffaf771120638bef1686,\xc87da5cfaf5543efe3e54326800150beb747563c,6446,https://www.larvalabs.com/cryptopunks/cryptopunk6446.png,Dark
544,2021-08-08,74.0,3,#933e18,\xc87da5cfaf5543efe3e54326800150beb747563c,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6446,https://www.larvalabs.com/cryptopunks/cryptopunk6446.png,Dark
545,2021-08-22,110.0,3,#933e18,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x024bcbcaad82e67f721799e259ca60bc7d363419,6446,https://www.larvalabs.com/cryptopunks/cryptopunk6446.png,Dark
553,2021-05-05,31.0,3,#f6773d,\x27c79a01878962ce0b6126af6e184c06d36c8f37,\x940fec5c4f11fec325b7ee07be152be19b62e276,3310,https://www.larvalabs.com/cryptopunks/cryptopunk3310.png,Light
557,2021-03-11,18.49,2,#f6773d,\x704c978d50590b21e4c2f43eb4da24fe61fcd707,\x50664ede715e131f584d3e7eaabd7818bb20a068,6130,https://www.larvalabs.com/cryptopunks/cryptopunk6130.png,Light
558,2021-08-01,34.25,2,#f6773d,\x50664ede715e131f584d3e7eaabd7818bb20a068,\x0d5387a3ee2466dbac658dd18033e303bfb26ab0,6130,https://www.larvalabs.com/cryptopunks/cryptopunk6130.png,Light
559,2021-08-10,50.0,2,#f6773d,\x0d5387a3ee2466dbac658dd18033e303bfb26ab0,\xa34d2deb99da3bc49d9c55a1625ba44a553d487e,6130,https://www.larvalabs.com/cryptopunks/cryptopunk6130.png,Light
560,2022-03-28,71.0,2,#f6773d,\x5cb82c7811204b0f05595d2e010b2f701f205b4e,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,6130,https://www.larvalabs.com/cryptopunks/cryptopunk6130.png,Light
561,2022-04-01,69.95,2,#f6773d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,\x67954ac510255b6b3724073022196b67bdf260b6,6130,https://www.larvalabs.com/cryptopunks/cryptopunk6130.png,Light
563,2021-08-05,59.9,2,#f6773d,\x6f4a2d3a4f47f9c647d86c929755593911ee91ec,\x6ec30fd91a504aad948839b985c7263888b2ad68,3639,https://www.larvalabs.com/cryptopunks/cryptopunk3639.png,Light
564,2021-10-06,137.95,2,#f6773d,\x6ec30fd91a504aad948839b985c7263888b2ad68,\xc830eb280887eb0618b74e5759f9c49fefb3e98e,3639,https://www.larvalabs.com/cryptopunks/cryptopunk3639.png,Light
573,2021-05-27,17.49,2,#dc5d24,\x1b64c25a669a9a2c1f8ff56a2789f85057bcafc0,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,1467,https://www.larvalabs.com/cryptopunks/cryptopunk1467.png,Medium
574,2021-06-29,17.5,2,#dc5d24,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,\xec53a14531964487059a2f4f058873c533c6c279,1467,https://www.larvalabs.com/cryptopunks/cryptopunk1467.png,Medium
576,2021-04-20,37.75,3,#f6773d,\x6611fe71c233e4e7510b2795c242c9a57790b376,\xb70c1a3242e363b4772b83acdc10df94e6c3fb02,9102,https://www.larvalabs.com/cryptopunks/cryptopunk9102.png,Light
578,2021-09-30,115.0,3,#dc5d24,\x6611fe71c233e4e7510b2795c242c9a57790b376,\x2719ae45285b243d1fe59d8898c16f35897df824,5094,https://www.larvalabs.com/cryptopunks/cryptopunk5094.png,Medium
580,2021-02-08,5.98,3,#f6773d,\x5b098b00621eda6a96b7a476220661ad265f083f,\x81b9a5f21efdb5df0210471b9a94e0d4ad9951ed,9518,https://www.larvalabs.com/cryptopunks/cryptopunk9518.png,Light
581,2021-02-21,20.0,3,#f6773d,\x81b9a5f21efdb5df0210471b9a94e0d4ad9951ed,\x20eadfcaf91bd98674ff8fc341d148e1731576a4,9518,https://www.larvalabs.com/cryptopunks/cryptopunk9518.png,Light
587,2021-04-21,49.0,2,#933e18,\x7a37a180b143bf8b9b3875c0dcdbc6bca5b0050f,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,9678,https://www.larvalabs.com/cryptopunks/cryptopunk9678.png,Dark
588,2021-08-05,89.99,2,#933e18,\x0e9aed5c7721c642a032812c2c4816f7d6cb87d7,\xd7047cde339f2cfe539c943ec7ae618ae2510d29,9678,https://www.larvalabs.com/cryptopunks/cryptopunk9678.png,Dark
589,2021-09-02,148.0,2,#933e18,\xd7047cde339f2cfe539c943ec7ae618ae2510d29,\xa528770f6021bdea2313408742e1051a427b6a4e,9678,https://www.larvalabs.com/cryptopunks/cryptopunk9678.png,Dark
594,2021-05-13,12.5,3,#dc5d24,\xb34860f27167ed8110991e04e3e7177a58c74401,\x2d8d75d4ba64efda74eead05ac6127df4e46efa9,5536,https://www.larvalabs.com/cryptopunks/cryptopunk5536.png,Medium
595,2021-07-31,30.0,3,#dc5d24,\x2d8d75d4ba64efda74eead05ac6127df4e46efa9,\xed98464bda3ce53a95b50f897556bede4316361c,5536,https://www.larvalabs.com/cryptopunks/cryptopunk5536.png,Medium
596,2021-08-01,35.0,3,#dc5d24,\xed98464bda3ce53a95b50f897556bede4316361c,\xd3d7e517eac437931cd06672198ff55fbcc0496d,5536,https://www.larvalabs.com/cryptopunks/cryptopunk5536.png,Medium
600,2021-08-23,72.5,3,#dc5d24,\x00b278dd68f9d8491795ffaf771120638bef1686,\x179456bf16752fe5eb8789148e5c98eb39d87fe5,6524,https://www.larvalabs.com/cryptopunks/cryptopunk6524.png,Medium
601,2022-02-07,74.69,3,#dc5d24,\x179456bf16752fe5eb8789148e5c98eb39d87fe5,\xb8768094e62b2014e1a6895d3b85dbf0ed656290,6524,https://www.larvalabs.com/cryptopunks/cryptopunk6524.png,Medium
608,2021-04-11,29.3,2,#f6773d,\x5b098b00621eda6a96b7a476220661ad265f083f,\x0f4bc970e348a061b69d05b7e2e5c13eb687e5e3,9969,https://www.larvalabs.com/cryptopunks/cryptopunk9969.png,Light
609,2021-07-29,44.4,2,#f6773d,\x64d49aa7485de5f17e107339cfc5e1686ab8cf78,\x574a3fee7898adc5cc1a47f659b82d75cba47a6c,9969,https://www.larvalabs.com/cryptopunks/cryptopunk9969.png,Light
612,2021-12-21,178.99,2,#f9a47e,\xd16d910d50f7db75d1db1261d6e84c0b651d4b28,\x65b1b96bd01926d3d60dd3c8bc452f22819443a9,8713,https://www.larvalabs.com/cryptopunks/cryptopunk8713.png,Albino
613,2022-06-19,230.0,2,#f9a47e,\x9fa29cacf57df6dfee6795324c0ea7eac66e2e19,\x18f2368ab4816dd390e894a9a5b14a5e6dabf88c,8713,https://www.larvalabs.com/cryptopunks/cryptopunk8713.png,Albino
624,2021-09-22,101.0,2,#dc5d24,\xf4ea624a9932da3c762af5a7607b19e1f895bc82,\xe545c0d41c622bcccc8f103c0607d042a2242350,2280,https://www.larvalabs.com/cryptopunks/cryptopunk2280.png,Medium
626,2021-03-14,53.0,2,#f6773d,\x6611fe71c233e4e7510b2795c242c9a57790b376,\x46e449a3f88d0e35b4520bc36e8dfda195c896b0,8515,https://www.larvalabs.com/cryptopunks/cryptopunk8515.png,Light
627,2021-03-23,59.0,2,#f6773d,\x46e449a3f88d0e35b4520bc36e8dfda195c896b0,\x0ecd8a50ce988862dc0e69a669159036e88ea649,8515,https://www.larvalabs.com/cryptopunks/cryptopunk8515.png,Light
635,2021-02-16,35.0,4,#f6773d,\xe369a8d4e8799d381cd5734eafd812cfb5c2574a,\x799e6b89af6dcd161c12ce1104f5bbe51b6889b6,7828,https://www.larvalabs.com/cryptopunks/cryptopunk7828.png,Light
636,2021-02-16,23.0,4,#f6773d,\x0a4eafeb533d4111a1fe3a8b323c468976ac2323,\xe369a8d4e8799d381cd5734eafd812cfb5c2574a,7828,https://www.larvalabs.com/cryptopunks/cryptopunk7828.png,Light
637,2021-04-08,58.5,4,#f6773d,\x799e6b89af6dcd161c12ce1104f5bbe51b6889b6,\xaea8e3bd369217cc6e3e6abddf0da318fba8e59b,7828,https://www.larvalabs.com/cryptopunks/cryptopunk7828.png,Light
638,2021-08-01,129.99,4,#f6773d,\xaea8e3bd369217cc6e3e6abddf0da318fba8e59b,\x02c52eaedfdf34f01ffe50a3676f93adf4db418c,7828,https://www.larvalabs.com/cryptopunks/cryptopunk7828.png,Light
643,2021-08-28,134.0,3,#dc5d24,\x00b278dd68f9d8491795ffaf771120638bef1686,\xc2a59d94b69f7739f77892677ec875f3629a3f94,5260,https://www.larvalabs.com/cryptopunks/cryptopunk5260.png,Medium
644,2022-06-11,55.5,3,#dc5d24,\x392d4722c6142471b33da3c1bcaf6dcbc5d1039d,\x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,5260,https://www.larvalabs.com/cryptopunks/cryptopunk5260.png,Medium
645,2022-06-19,79.95,3,#dc5d24,\x0232d1083e970f0c78f56202b9a666b526fa379f,\x2707b8785885be4bf54f5eeb38cfbf0fc70ae039,5260,https://www.larvalabs.com/cryptopunks/cryptopunk5260.png,Medium
652,2021-02-04,9.55,2,#f9a47e,\xee3766e4f996dc0e0f8c929954eaafef3441de87,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
653,2021-02-13,12.99,2,#f9a47e,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,\x241ec774ae2cead1ab97dc9113b501c1336a25a9,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
654,2021-06-26,21.45,2,#f9a47e,\x4154245739a63cd6caa8db8c1ae24209dd411dc6,\x7a5dbdee31c85d8b8fbff8a132c4507c2fe7e889,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
655,2021-07-20,25.95,2,#f9a47e,\x7a5dbdee31c85d8b8fbff8a132c4507c2fe7e889,\xb16386345672c38e6dc7d1d061e656ad9f7e7e3c,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
656,2021-07-26,22.0,2,#f9a47e,\xb16386345672c38e6dc7d1d061e656ad9f7e7e3c,\xb5696e4057b9ba76616cecb5a537eaca7b3cdf54,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
657,2021-07-30,23.0,2,#f9a47e,\xb5696e4057b9ba76616cecb5a537eaca7b3cdf54,\xb16386345672c38e6dc7d1d061e656ad9f7e7e3c,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
658,2021-08-25,100.0,2,#f9a47e,\xd56278e78a7e1049e1c5f32299e5af60d7432901,\x1ba9476ee5b50bb2ed791e413c489b46f555b87d,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
659,2021-11-11,86.0,2,#f9a47e,\x82baf20033dbffe04b091d344a7731d2c0f56f2f,\x7d4d1f45a9fec88d1715981088a32b3e6c7cc321,4130,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,Albino
663,2021-08-23,75.0,2,#f9a47e,\x8dbbca57ea56290efa14d835bbfd34faf1d89753,\x609630f177090662bf270b72378921063811559e,5713,https://www.larvalabs.com/cryptopunks/cryptopunk5713.png,Albino
664,2021-09-06,125.0,2,#f9a47e,\x609630f177090662bf270b72378921063811559e,\xf2ef5636b38ecf46324ac97957a514beda674d7d,5713,https://www.larvalabs.com/cryptopunks/cryptopunk5713.png,Albino
665,2022-07-15,90.0,2,#f9a47e,\x4f947bcfe4548ccd92bd3485c11eb38b8643b11f,\xe511b692503961d32147c1e9d008306d767da768,5713,https://www.larvalabs.com/cryptopunks/cryptopunk5713.png,Albino
668,2021-02-04,9.55,2,#f9a47e,\xee3766e4f996dc0e0f8c929954eaafef3441de87,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,6728,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,Albino
669,2021-04-13,29.5,2,#f9a47e,\xca37d80abd9799e9060e2fa64b9a9476e5bb097f,\xaf812e8babab3173edce179fe6fc6c2b1c482e39,6728,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,Albino
670,2021-07-24,24.0,2,#f9a47e,\xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,6728,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,Albino
671,2021-08-05,54.17,2,#f9a47e,\xfe2f279d3679bac2d07cf46c93503410ef9ca448,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,6728,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,Albino
672,2021-09-26,149.99,2,#f9a47e,\xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,\x7fadcb59db6d91011e37ccc4285a65a16280eefa,6728,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,Albino
678,2021-08-23,67.8,3,#933e18,\x00b278dd68f9d8491795ffaf771120638bef1686,\xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,1633,https://www.larvalabs.com/cryptopunks/cryptopunk1633.png,Dark
679,2021-09-04,100.0,3,#933e18,\xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,\x04fd71a7c80dee02cec42ca7c6941d0940cbf55f,1633,https://www.larvalabs.com/cryptopunks/cryptopunk1633.png,Dark
681,2021-03-23,54.0,2,#933e18,\x0b88fd87884080bd6d93d341fcca0eea76b03e75,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,3795,https://www.larvalabs.com/cryptopunks/cryptopunk3795.png,Dark
682,2021-04-23,75.0,2,#933e18,\xb4bb4156e5e6ca5d81041f616c27dffb253b7845,\x08ba5f6999b854b7fce1fb9d3464ef665b6f31c1,3795,https://www.larvalabs.com/cryptopunks/cryptopunk3795.png,Dark
