punk_id,type,gender,skin_tone,attr_count,attributes,img_dir,avg_price,img_url
8974,Human,Male,Dark,3,"['Cigarette', 'Hoodie', 'Clown Eyes Green']",../punk_imgs/8974.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8974.png
8975,Human,Female,Medium,2,"['Welding Goggles', 'Frumpy Hair']",../punk_imgs/8975.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8975.png
8976,Human,Female,Medium,2,"['Classic Shades', 'Dark Hair']",../punk_imgs/8976.png,0.45,https://www.larvalabs.com/cryptopunks/cryptopunk8976.png
8977,Human,Female,Medium,4,"['Crazy Hair', 'Hot Lipstick', 'Earring', 'Cigarette']",../punk_imgs/8977.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8977.png
8978,Human,Male,Light,3,"['Chinstrap', 'Purple Hair', 'Horned Rim Glasses']",../punk_imgs/8978.png,34.4975,https://www.larvalabs.com/cryptopunks/cryptopunk8978.png
8979,Human,Male,Albino,2,"['Normal Beard', 'Shaved Head']",../punk_imgs/8979.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8979.png
8980,Human,Female,Light,4,"['Mole', 'Blue Eye Shadow', 'Hot Lipstick', 'Dark Hair']",../punk_imgs/8980.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8980.png
8981,Human,Male,Light,2,"['Shadow Beard', 'Cowboy Hat']",../punk_imgs/8981.png,1.0,https://www.larvalabs.com/cryptopunks/cryptopunk8981.png
8982,Human,Female,Light,4,"['Mole', 'Mohawk', 'Horned Rim Glasses', 'Purple Lipstick']",../punk_imgs/8982.png,130.0,https://www.larvalabs.com/cryptopunks/cryptopunk8982.png
8983,Human,Female,Light,2,"['Earring', 'Cigarette']",../punk_imgs/8983.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8983.png
8984,Human,Male,Light,3,"['Messy Hair', 'Front Beard Dark', 'Earring']",../punk_imgs/8984.png,1.0175,https://www.larvalabs.com/cryptopunks/cryptopunk8984.png
8985,Human,Male,Dark,4,"['Eye Mask', 'Gold Chain', 'Front Beard Dark', 'Do-rag']",../punk_imgs/8985.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8985.png
8986,Human,Female,Albino,2,"['Blue Eye Shadow', 'Straight Hair Dark']",../punk_imgs/8986.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8986.png
8987,Human,Male,Light,2,"['Chinstrap', 'Nerd Glasses']",../punk_imgs/8987.png,6.0,https://www.larvalabs.com/cryptopunks/cryptopunk8987.png
8988,Human,Male,Light,3,"['Front Beard', 'Cap', 'Earring']",../punk_imgs/8988.png,26.77285714285714,https://www.larvalabs.com/cryptopunks/cryptopunk8988.png
8989,Human,Female,Medium,3,"['Blue Eye Shadow', 'Blonde Short', 'Earring']",../punk_imgs/8989.png,33.0,https://www.larvalabs.com/cryptopunks/cryptopunk8989.png
8990,Human,Male,Medium,3,"['Peak Spike', 'Pipe', 'VR']",../punk_imgs/8990.png,2.5,https://www.larvalabs.com/cryptopunks/cryptopunk8990.png
8991,Human,Male,Dark,2,"['Cap Forward', 'Regular Shades']",../punk_imgs/8991.png,104.0,https://www.larvalabs.com/cryptopunks/cryptopunk8991.png
8992,Human,Male,Dark,4,"['Handlebars', 'Big Shades', 'Earring', 'Mohawk']",../punk_imgs/8992.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8992.png
8993,Human,Male,Light,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Wild Hair']",../punk_imgs/8993.png,129.99,https://www.larvalabs.com/cryptopunks/cryptopunk8993.png
8994,Human,Female,Dark,3,"['Tiara', 'Clown Eyes Blue', 'Cigarette']",../punk_imgs/8994.png,1.0933333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk8994.png
8995,Human,Male,Light,3,"['Eye Mask', 'Mustache', 'Shaved Head']",../punk_imgs/8995.png,13.3,https://www.larvalabs.com/cryptopunks/cryptopunk8995.png
8996,Human,Male,Dark,3,"['Cigarette', 'Earring', 'Knitted Cap']",../punk_imgs/8996.png,30.575,https://www.larvalabs.com/cryptopunks/cryptopunk8996.png
8997,Human,Female,Dark,3,"['Blue Eye Shadow', 'Hot Lipstick', 'Blonde Bob']",../punk_imgs/8997.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk8997.png
8998,Human,Male,Light,3,"['Clown Nose', 'Frown', 'Purple Hair']",../punk_imgs/8998.png,42.1475,https://www.larvalabs.com/cryptopunks/cryptopunk8998.png
8999,Human,Female,Light,4,"['Clown Eyes Green', 'Blonde Short', 'Purple Lipstick', 'Earring']",../punk_imgs/8999.png,80.0,https://www.larvalabs.com/cryptopunks/cryptopunk8999.png
9000,Human,Female,Dark,3,"['Blonde Short', 'Hot Lipstick', 'Cigarette']",../punk_imgs/9000.png,34.283333436666666,https://www.larvalabs.com/cryptopunks/cryptopunk9000.png
9001,Human,Female,Dark,3,"['Clown Nose', 'Bandana', 'Nerd Glasses']",../punk_imgs/9001.png,64.5425,https://www.larvalabs.com/cryptopunks/cryptopunk9001.png
9002,Human,Male,Medium,3,"['Normal Beard Black', 'Classic Shades', 'Mohawk Dark']",../punk_imgs/9002.png,21.0,https://www.larvalabs.com/cryptopunks/cryptopunk9002.png
9003,Human,Female,Albino,3,"['Black Lipstick', 'Mohawk Thin', 'Cigarette']",../punk_imgs/9003.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9003.png
9004,Human,Male,Albino,2,"['Stringy Hair', 'Nerd Glasses']",../punk_imgs/9004.png,64.0,https://www.larvalabs.com/cryptopunks/cryptopunk9004.png
9005,Human,Male,Medium,2,"['Classic Shades', 'Clown Hair Green']",../punk_imgs/9005.png,38.79666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk9005.png
9006,Human,Female,Light,2,"['Big Shades', 'Wild Blonde']",../punk_imgs/9006.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9006.png
9007,Human,Male,Medium,2,"['Mohawk Thin', 'Clown Eyes Green']",../punk_imgs/9007.png,20.0,https://www.larvalabs.com/cryptopunks/cryptopunk9007.png
9008,Human,Male,Medium,4,"['Frown', 'Mohawk Thin', 'Goat', 'Regular Shades']",../punk_imgs/9008.png,8.325,https://www.larvalabs.com/cryptopunks/cryptopunk9008.png
9009,Human,Male,Albino,3,"['Cigarette', 'Nerd Glasses', 'Cowboy Hat']",../punk_imgs/9009.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9009.png
9010,Human,Male,Medium,3,"['Police Cap', 'Earring', 'VR']",../punk_imgs/9010.png,69.144,https://www.larvalabs.com/cryptopunks/cryptopunk9010.png
9011,Human,Male,Dark,4,"['Muttonchops', 'Earring', 'Top Hat', 'Small Shades']",../punk_imgs/9011.png,0.76,https://www.larvalabs.com/cryptopunks/cryptopunk9011.png
9012,Human,Male,Dark,3,"['Frumpy Hair', 'Earring', 'Medical Mask']",../punk_imgs/9012.png,30.53,https://www.larvalabs.com/cryptopunks/cryptopunk9012.png
9013,Human,Female,Dark,2,"['Dark Hair', 'Cigarette']",../punk_imgs/9013.png,75.0,https://www.larvalabs.com/cryptopunks/cryptopunk9013.png
9014,Human,Female,Dark,4,"['Black Lipstick', 'Green Eye Shadow', 'Straight Hair', 'Cigarette']",../punk_imgs/9014.png,62.76428571428572,https://www.larvalabs.com/cryptopunks/cryptopunk9014.png
9015,Human,Male,Light,3,"['Cap', 'Earring', 'Pipe']",../punk_imgs/9015.png,19.265,https://www.larvalabs.com/cryptopunks/cryptopunk9015.png
9016,Human,Male,Albino,4,"['Stringy Hair', 'Chinstrap', 'Horned Rim Glasses', 'Smile']",../punk_imgs/9016.png,45.225,https://www.larvalabs.com/cryptopunks/cryptopunk9016.png
9017,Human,Male,Dark,3,"['Shadow Beard', 'Do-rag', 'Small Shades']",../punk_imgs/9017.png,83.48949999999999,https://www.larvalabs.com/cryptopunks/cryptopunk9017.png
9018,Human,Male,Medium,4,"['Peak Spike', 'Handlebars', 'Classic Shades', 'Earring']",../punk_imgs/9018.png,33.33,https://www.larvalabs.com/cryptopunks/cryptopunk9018.png
9019,Human,Male,Light,4,"['Bandana', 'Medical Mask', 'VR', 'Big Beard']",../punk_imgs/9019.png,133.43333333333334,https://www.larvalabs.com/cryptopunks/cryptopunk9019.png
9020,Human,Female,Medium,3,"['Eye Mask', 'Dark Hair', 'Purple Lipstick']",../punk_imgs/9020.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9020.png
9021,Human,Female,Dark,4,"['Red Mohawk', 'Green Eye Shadow', 'Hot Lipstick', 'Cigarette']",../punk_imgs/9021.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9021.png
9022,Human,Male,Light,3,"['Frumpy Hair', 'Frown', 'Muttonchops']",../punk_imgs/9022.png,36.62777777777777,https://www.larvalabs.com/cryptopunks/cryptopunk9022.png
9023,Human,Female,Light,2,"['Purple Eye Shadow', 'Headband']",../punk_imgs/9023.png,18.380000000000003,https://www.larvalabs.com/cryptopunks/cryptopunk9023.png
9024,Human,Male,Medium,4,"['Mohawk Thin', 'Classic Shades', 'Mustache', 'Earring']",../punk_imgs/9024.png,13.325,https://www.larvalabs.com/cryptopunks/cryptopunk9024.png
9025,Human,Male,Light,3,"['Frumpy Hair', 'Muttonchops', 'Earring']",../punk_imgs/9025.png,19.428,https://www.larvalabs.com/cryptopunks/cryptopunk9025.png
9026,Human,Male,Medium,4,"['Front Beard', 'Bandana', 'Classic Shades', 'Earring']",../punk_imgs/9026.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9026.png
9027,Human,Female,Medium,3,"['Black Lipstick', 'Frumpy Hair', 'Nerd Glasses']",../punk_imgs/9027.png,28.73,https://www.larvalabs.com/cryptopunks/cryptopunk9027.png
9028,Human,Female,Light,1,['Pipe'],../punk_imgs/9028.png,45.32666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk9028.png
9029,Human,Female,Albino,2,"['Mohawk', 'Purple Lipstick']",../punk_imgs/9029.png,48.595,https://www.larvalabs.com/cryptopunks/cryptopunk9029.png
9030,Human,Female,Dark,3,"['Black Lipstick', 'Frumpy Hair', 'Regular Shades']",../punk_imgs/9030.png,3.25,https://www.larvalabs.com/cryptopunks/cryptopunk9030.png
9031,Human,Male,Albino,2,"['Cap Forward', 'Big Shades']",../punk_imgs/9031.png,144.345,https://www.larvalabs.com/cryptopunks/cryptopunk9031.png
9032,Human,Male,Medium,5,"['Gold Chain', 'Earring', 'Horned Rim Glasses', 'Knitted Cap', 'Mole']",../punk_imgs/9032.png,0.475,https://www.larvalabs.com/cryptopunks/cryptopunk9032.png
9033,Human,Male,Albino,2,"['Stringy Hair', 'Eye Patch']",../punk_imgs/9033.png,0.5,https://www.larvalabs.com/cryptopunks/cryptopunk9033.png
9034,Human,Female,Medium,4,"['Horned Rim Glasses', 'Hot Lipstick', 'Wild Blonde', 'Earring']",../punk_imgs/9034.png,0.4945232703239821,https://www.larvalabs.com/cryptopunks/cryptopunk9034.png
9035,Human,Female,Dark,3,"['Mohawk', 'Green Eye Shadow', 'Earring']",../punk_imgs/9035.png,0.39,https://www.larvalabs.com/cryptopunks/cryptopunk9035.png
9036,Human,Male,Medium,5,"['Frumpy Hair', 'Frown', 'Shadow Beard', 'Earring', 'VR']",../punk_imgs/9036.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9036.png
9037,Human,Female,Light,5,"['Mole', 'Black Lipstick', 'Clown Eyes Green', 'Half Shaved', 'Cigarette']",../punk_imgs/9037.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9037.png
9038,Human,Male,Dark,5,"['Crazy Hair', 'Smile', 'Medical Mask', 'Eye Patch', 'Big Beard']",../punk_imgs/9038.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9038.png
9039,Human,Male,Medium,3,"['Messy Hair', 'Buck Teeth', 'Regular Shades']",../punk_imgs/9039.png,149.0,https://www.larvalabs.com/cryptopunks/cryptopunk9039.png
9040,Human,Male,Medium,3,"['Stringy Hair', 'Chinstrap', 'Horned Rim Glasses']",../punk_imgs/9040.png,0.91,https://www.larvalabs.com/cryptopunks/cryptopunk9040.png
9041,Human,Female,Dark,3,"['Black Lipstick', 'Bandana', 'Earring']",../punk_imgs/9041.png,109.97,https://www.larvalabs.com/cryptopunks/cryptopunk9041.png
9042,Human,Female,Dark,4,"['Blue Eye Shadow', 'Wild Hair', 'Purple Lipstick', 'Earring']",../punk_imgs/9042.png,31.105,https://www.larvalabs.com/cryptopunks/cryptopunk9042.png
9043,Human,Female,Medium,3,"['Pipe', 'Frumpy Hair', 'Clown Eyes Blue']",../punk_imgs/9043.png,92.33333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk9043.png
9044,Human,Female,Light,4,"['Messy Hair', 'Black Lipstick', 'Green Eye Shadow', 'Cigarette']",../punk_imgs/9044.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9044.png
9045,Human,Male,Light,3,"['Muttonchops', 'Headband', 'Eye Patch']",../punk_imgs/9045.png,75.0,https://www.larvalabs.com/cryptopunks/cryptopunk9045.png
9046,Human,Male,Light,4,"['Fedora', 'Classic Shades', 'Earring', 'Smile']",../punk_imgs/9046.png,78.5,https://www.larvalabs.com/cryptopunks/cryptopunk9046.png
9047,Human,Male,Albino,2,"['Bandana', 'Shadow Beard']",../punk_imgs/9047.png,31.049999999999997,https://www.larvalabs.com/cryptopunks/cryptopunk9047.png
9048,Human,Male,Albino,2,"['Front Beard Dark', 'Purple Hair']",../punk_imgs/9048.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9048.png
9049,Human,Male,Light,4,"['Bandana', 'Clown Eyes Blue', 'Luxurious Beard', 'Silver Chain']",../punk_imgs/9049.png,88.0,https://www.larvalabs.com/cryptopunks/cryptopunk9049.png
9050,Human,Female,Dark,4,"['Black Lipstick', 'Classic Shades', 'Stringy Hair', 'Rosy Cheeks']",../punk_imgs/9050.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9050.png
9051,Human,Male,Medium,3,"['Earring', 'Crazy Hair', 'Pipe']",../punk_imgs/9051.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9051.png
9052,Human,Female,Medium,3,"['Blue Eye Shadow', 'Gold Chain', 'Blonde Bob']",../punk_imgs/9052.png,259.0,https://www.larvalabs.com/cryptopunks/cryptopunk9052.png
9053,Human,Female,Light,4,"['Mole', 'Tassle Hat', 'Vape', 'Earring']",../punk_imgs/9053.png,67.5,https://www.larvalabs.com/cryptopunks/cryptopunk9053.png
9054,Human,Male,Dark,4,"['Purple Hair', 'Horned Rim Glasses', 'Big Beard', 'Mole']",../punk_imgs/9054.png,75.93,https://www.larvalabs.com/cryptopunks/cryptopunk9054.png
9055,Human,Male,Light,3,"['Cigarette', 'Frumpy Hair', 'Mole']",../punk_imgs/9055.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk9055.png
9056,Human,Male,Light,4,"['Bandana', 'Shadow Beard', 'Smile', 'Mole']",../punk_imgs/9056.png,79.41499999999999,https://www.larvalabs.com/cryptopunks/cryptopunk9056.png
9057,Human,Female,Dark,2,"['Pigtails', 'Purple Lipstick']",../punk_imgs/9057.png,38.5,https://www.larvalabs.com/cryptopunks/cryptopunk9057.png
9058,Human,Female,Albino,2,"['Pigtails', 'Earring']",../punk_imgs/9058.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9058.png
9059,Human,Male,Light,3,"['Big Shades', 'Front Beard Dark', 'Headband']",../punk_imgs/9059.png,95.33333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk9059.png
9060,Human,Male,Dark,2,"['Cigarette', 'Clown Hair Green']",../punk_imgs/9060.png,51.04666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk9060.png
9061,Human,Male,Dark,4,"['Mustache', 'Earring', 'Horned Rim Glasses', 'Mohawk Dark']",../punk_imgs/9061.png,17.0,https://www.larvalabs.com/cryptopunks/cryptopunk9061.png
9062,Human,Male,Medium,1,['Handlebars'],../punk_imgs/9062.png,78.56725,https://www.larvalabs.com/cryptopunks/cryptopunk9062.png
9063,Human,Female,Light,2,"['Mole', 'Orange Side']",../punk_imgs/9063.png,75.75,https://www.larvalabs.com/cryptopunks/cryptopunk9063.png
9064,Human,Female,Light,3,"['Wild White Hair', 'Welding Goggles', 'Earring']",../punk_imgs/9064.png,67.99,https://www.larvalabs.com/cryptopunks/cryptopunk9064.png
9065,Human,Male,Medium,4,"['Cigarette', 'Bandana', 'Front Beard Dark', 'Mole']",../punk_imgs/9065.png,26.66333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk9065.png
9066,Human,Female,Dark,4,"['Big Shades', 'Black Lipstick', 'Straight Hair', 'Cigarette']",../punk_imgs/9066.png,77.91666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk9066.png
9067,Human,Female,Dark,3,"['Big Shades', 'Straight Hair', 'Cigarette']",../punk_imgs/9067.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9067.png
9068,Human,Female,Dark,4,"['Tassle Hat', 'Pipe', 'Purple Lipstick', 'Earring']",../punk_imgs/9068.png,87.95,https://www.larvalabs.com/cryptopunks/cryptopunk9068.png
9069,Human,Male,Light,3,"['Cigarette', 'Normal Beard Black', 'Purple Hair']",../punk_imgs/9069.png,33.99,https://www.larvalabs.com/cryptopunks/cryptopunk9069.png
9070,Human,Male,Dark,3,"['Cigarette', 'Handlebars', 'Knitted Cap']",../punk_imgs/9070.png,22.4,https://www.larvalabs.com/cryptopunks/cryptopunk9070.png
9071,Human,Female,Light,3,"['Hot Lipstick', 'Half Shaved', 'Cigarette']",../punk_imgs/9071.png,63.09428571428571,https://www.larvalabs.com/cryptopunks/cryptopunk9071.png
9072,Human,Male,Light,2,"['Chinstrap', 'Clown Hair Green']",../punk_imgs/9072.png,25.375,https://www.larvalabs.com/cryptopunks/cryptopunk9072.png
9073,Human,Female,Light,3,"['Black Lipstick', 'Horned Rim Glasses', 'Frumpy Hair']",../punk_imgs/9073.png,51.63333333333333,https://www.larvalabs.com/cryptopunks/cryptopunk9073.png
9074,Human,Female,Albino,2,"['Tassle Hat', 'Eye Mask']",../punk_imgs/9074.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9074.png
9075,Human,Male,Dark,2,"['Mohawk Thin', 'Eye Patch']",../punk_imgs/9075.png,28.833333333333332,https://www.larvalabs.com/cryptopunks/cryptopunk9075.png
9076,Human,Male,Dark,3,"['Shadow Beard', 'Vape', 'Knitted Cap']",../punk_imgs/9076.png,10.25,https://www.larvalabs.com/cryptopunks/cryptopunk9076.png
9077,Human,Male,Albino,3,"['Clown Nose', 'Earring', 'Mohawk']",../punk_imgs/9077.png,0.66,https://www.larvalabs.com/cryptopunks/cryptopunk9077.png
9078,Human,Female,Light,3,"['Half Shaved', 'Earring', 'Clown Eyes Blue']",../punk_imgs/9078.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9078.png
9079,Human,Male,Light,3,"['Shadow Beard', 'Eye Patch', 'Cowboy Hat']",../punk_imgs/9079.png,35.25,https://www.larvalabs.com/cryptopunks/cryptopunk9079.png
9080,Human,Male,Medium,4,"['Frumpy Hair', 'Big Shades', 'Mustache', 'Smile']",../punk_imgs/9080.png,83.25,https://www.larvalabs.com/cryptopunks/cryptopunk9080.png
9081,Human,Female,Dark,3,"['Pigtails', 'Earring', 'Cigarette']",../punk_imgs/9081.png,149.995,https://www.larvalabs.com/cryptopunks/cryptopunk9081.png
9082,Human,Male,Medium,3,"['Bandana', 'Big Shades', 'Shadow Beard']",../punk_imgs/9082.png,30.1,https://www.larvalabs.com/cryptopunks/cryptopunk9082.png
9083,Human,Male,Light,3,"['Hoodie', 'Horned Rim Glasses', 'Smile']",../punk_imgs/9083.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9083.png
9084,Human,Male,Medium,4,"['Muttonchops', 'Earring', 'Rosy Cheeks', 'Mohawk']",../punk_imgs/9084.png,35.626666666666665,https://www.larvalabs.com/cryptopunks/cryptopunk9084.png
9085,Human,Male,Medium,2,"['Front Beard', 'Cap']",../punk_imgs/9085.png,27.4625,https://www.larvalabs.com/cryptopunks/cryptopunk9085.png
9086,Human,Female,Light,3,"['Orange Side', 'Vape', 'Horned Rim Glasses']",../punk_imgs/9086.png,5.166666666666667,https://www.larvalabs.com/cryptopunks/cryptopunk9086.png
9087,Human,Male,Dark,2,"['Police Cap', 'Classic Shades']",../punk_imgs/9087.png,26.25,https://www.larvalabs.com/cryptopunks/cryptopunk9087.png
9088,Human,Male,Dark,3,"['Earring', 'Headband', 'Mole']",../punk_imgs/9088.png,35.333333333333336,https://www.larvalabs.com/cryptopunks/cryptopunk9088.png
9089,Human,Male,Light,2,"['Cap Forward', 'Frown']",../punk_imgs/9089.png,8.827777777777778,https://www.larvalabs.com/cryptopunks/cryptopunk9089.png
9090,Human,Male,Light,4,"['Frown', 'Front Beard Dark', 'Earring', 'Shaved Head']",../punk_imgs/9090.png,44.44571428571429,https://www.larvalabs.com/cryptopunks/cryptopunk9090.png
9091,Human,Female,Light,2,"['Bandana', 'Eye Patch']",../punk_imgs/9091.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9091.png
9092,Human,Male,Albino,3,"['Hoodie', 'Eye Patch', 'Big Beard']",../punk_imgs/9092.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9092.png
9093,Human,Male,Light,4,"['Chinstrap', 'Fedora', 'Earring', 'Eye Patch']",../punk_imgs/9093.png,27.25,https://www.larvalabs.com/cryptopunks/cryptopunk9093.png
9094,Human,Male,Medium,4,"['Eye Mask', 'Peak Spike', 'Shadow Beard', 'Earring']",../punk_imgs/9094.png,0.565,https://www.larvalabs.com/cryptopunks/cryptopunk9094.png
9095,Human,Female,Light,2,"['Purple Eye Shadow', 'Frumpy Hair']",../punk_imgs/9095.png,4.595000000000001,https://www.larvalabs.com/cryptopunks/cryptopunk9095.png
9096,Human,Male,Light,4,"['Big Shades', 'Silver Chain', 'Wild Hair', 'Goat']",../punk_imgs/9096.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9096.png
9097,Human,Male,Light,5,"['Wild Hair', 'Vape', 'Earring', 'Nerd Glasses', 'Smile']",../punk_imgs/9097.png,103.0,https://www.larvalabs.com/cryptopunks/cryptopunk9097.png
9098,Human,Male,Albino,2,"['Clown Hair Green', 'Regular Shades']",../punk_imgs/9098.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9098.png
9099,Human,Male,Light,4,"['Cigarette', 'Mustache', 'Earring', 'Crazy Hair']",../punk_imgs/9099.png,22.25,https://www.larvalabs.com/cryptopunks/cryptopunk9099.png
9100,Human,Male,Dark,3,"['Normal Beard Black', 'Hoodie', 'Eye Patch']",../punk_imgs/9100.png,350.0,https://www.larvalabs.com/cryptopunks/cryptopunk9100.png
9101,Human,Male,Medium,4,"['Cigarette', 'Bandana', 'Earring', 'Nerd Glasses']",../punk_imgs/9101.png,0.49,https://www.larvalabs.com/cryptopunks/cryptopunk9101.png
9102,Human,Female,Light,3,"['Clown Eyes Green', 'Clown Hair Green', 'Purple Lipstick']",../punk_imgs/9102.png,19.12,https://www.larvalabs.com/cryptopunks/cryptopunk9102.png
9103,Human,Male,Medium,2,"['Mustache', 'Mohawk']",../punk_imgs/9103.png,61.35,https://www.larvalabs.com/cryptopunks/cryptopunk9103.png
9104,Human,Male,Light,3,"['Hoodie', 'Handlebars', 'VR']",../punk_imgs/9104.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9104.png
9105,Human,Female,Light,3,"['Clown Nose', 'Silver Chain', 'Mohawk Dark']",../punk_imgs/9105.png,0.39,https://www.larvalabs.com/cryptopunks/cryptopunk9105.png
9106,Human,Male,Medium,4,"['Stringy Hair', 'Cigarette', 'Front Beard', 'Regular Shades']",../punk_imgs/9106.png,45.75666666666666,https://www.larvalabs.com/cryptopunks/cryptopunk9106.png
9107,Human,Female,Light,3,"['Clown Nose', 'Black Lipstick', 'Mohawk Dark']",../punk_imgs/9107.png,1.0,https://www.larvalabs.com/cryptopunks/cryptopunk9107.png
9108,Human,Male,Dark,3,"['Normal Beard Black', 'Earring', 'Shaved Head']",../punk_imgs/9108.png,116.33,https://www.larvalabs.com/cryptopunks/cryptopunk9108.png
9109,Human,Female,Light,3,"['Black Lipstick', 'Wild Blonde', 'Earring']",../punk_imgs/9109.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9109.png
9110,Human,Male,Medium,4,"['Frown', 'Muttonchops', 'Earring', 'Mohawk']",../punk_imgs/9110.png,20.0,https://www.larvalabs.com/cryptopunks/cryptopunk9110.png
9111,Human,Female,Medium,2,"['Knitted Cap', 'Big Shades']",../punk_imgs/9111.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9111.png
9112,Human,Male,Light,3,"['Buck Teeth', 'Shadow Beard', 'Mohawk Dark']",../punk_imgs/9112.png,118.2225,https://www.larvalabs.com/cryptopunks/cryptopunk9112.png
9113,Human,Male,Albino,4,"['Cigarette', 'Frumpy Hair', 'Frown', 'Shadow Beard']",../punk_imgs/9113.png,11.623333333333335,https://www.larvalabs.com/cryptopunks/cryptopunk9113.png
9114,Human,Male,Light,3,"['Frumpy Hair', 'Earring', 'Mole']",../punk_imgs/9114.png,1.023,https://www.larvalabs.com/cryptopunks/cryptopunk9114.png
9115,Human,Male,Medium,3,"['Mohawk Thin', 'Muttonchops', '3D Glasses']",../punk_imgs/9115.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9115.png
9116,Human,Male,Dark,2,"['Luxurious Beard', 'Do-rag']",../punk_imgs/9116.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9116.png
9117,Human,Male,Light,3,"['Normal Beard Black', 'Mohawk Thin', 'Earring']",../punk_imgs/9117.png,8.914444444444445,https://www.larvalabs.com/cryptopunks/cryptopunk9117.png
9118,Human,Male,Medium,2,"['Purple Hair', 'Regular Shades']",../punk_imgs/9118.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9118.png
9119,Human,Male,Albino,3,"['Shadow Beard', 'Classic Shades', 'Do-rag']",../punk_imgs/9119.png,27.0,https://www.larvalabs.com/cryptopunks/cryptopunk9119.png
9120,Human,Female,Light,3,"['Tassle Hat', 'Pipe', 'Purple Lipstick']",../punk_imgs/9120.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9120.png
9121,Human,Male,Light,4,"['Cap Forward', 'Shadow Beard', 'Earring', 'Nerd Glasses']",../punk_imgs/9121.png,170.0,https://www.larvalabs.com/cryptopunks/cryptopunk9121.png
9122,Human,Male,Medium,3,"['Frumpy Hair', 'Eye Mask', 'Luxurious Beard']",../punk_imgs/9122.png,0.0,https://www.larvalabs.com/cryptopunks/cryptopunk9122.png
9123,Human,Male,Dark,3,"['Frumpy Hair', 'Shadow Beard', 'Eye Patch']",../punk_imgs/9123.png,0.25,https://www.larvalabs.com/cryptopunks/cryptopunk9123.png
9124,Human,Male,Dark,4,"['Shadow Beard', 'Silver Chain', 'Classic Shades', 'Shaved Head']",../punk_imgs/9124.png,93.798,https://www.larvalabs.com/cryptopunks/cryptopunk9124.png
9125,Human,Female,Medium,3,"['Clown Nose', 'Big Shades', 'Wild Blonde']",../punk_imgs/9125.png,22.95,https://www.larvalabs.com/cryptopunks/cryptopunk9125.png
9126,Human,Female,Medium,4,"['Clown Eyes Green', 'Frumpy Hair', 'Purple Lipstick', 'Earring']",../punk_imgs/9126.png,22.255000000000003,https://www.larvalabs.com/cryptopunks/cryptopunk9126.png
